dataset,suite,model,seed,kind,device,wall_s,budget,split,acc,bacc,logloss,auroc,brier,ece,smece
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,5,id,0.7051,0.6309642369465382,0.5715019727932901,0.7375987079007191,0.19402098142374635,0.04020152116378638,0.03515339346323578
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,5,ood,0.8215287517531557,0.6823739212999688,0.471992806342707,0.8028619354102065,0.14855805804858002,0.14820088917041166,0.1464303827398388
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,10,id,0.71,0.6383198250653781,0.5646414962955312,0.747311767339447,0.19107467255212987,0.04187335329183109,0.040032509368529846
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,10,ood,0.8183730715287517,0.6866812095863081,0.4733086726619801,0.8068875297468812,0.14898131192864383,0.15240917833725323,0.14980526707736372
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,20,id,0.7158,0.6580622807193994,0.5529837406859252,0.7538228297949696,0.18705305818939777,0.011585732380293846,0.013881445455064086
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,20,ood,0.8106591865357644,0.7164446167159444,0.4461944333778161,0.8206413307372419,0.1404867571264832,0.13568461123892916,0.13553482935774766
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,30,id,0.7158,0.6580622807193994,0.5529837406859252,0.7538228297949696,0.18705305818939777,0.011585732380293846,0.013881445455064086
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,30,ood,0.8106591865357644,0.7164446167159444,0.4461944333778161,0.8206413307372419,0.1404867571264832,0.13568461123892916,0.13553482935774766
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,0,id,0.7156,0.6605136439716826,0.5515521773806097,0.7502009340512611,0.186551023336234,0.01854133872665911,0.021793529373090998
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,0,ood,0.8050490883590463,0.7147995240499025,0.4446148708706954,0.8061175662844642,0.14105170802280542,0.12672996379504406,0.12643715493018584
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,5,id,0.7152,0.6648948247534165,0.5566498884946405,0.745649948933446,0.18859364883792393,0.03734801330088512,0.03512486567309601
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,5,ood,0.7973352033660589,0.7124588351241556,0.44525791927342334,0.8044439286315233,0.1427030278022406,0.12208079197659742,0.12167490935283666
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,10,id,0.7152,0.6648948247534165,0.5566498884946405,0.745649948933446,0.18859364883792393,0.03734801330088512,0.03512486567309601
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,10,ood,0.7973352033660589,0.7124588351241556,0.44525791927342334,0.8044439286315233,0.1427030278022406,0.12208079197659742,0.12167490935283666
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,20,id,0.7152,0.6648948247534165,0.5566498884946405,0.745649948933446,0.18859364883792393,0.03734801330088512,0.03512486567309601
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,20,ood,0.7973352033660589,0.7124588351241556,0.44525791927342334,0.8044439286315233,0.1427030278022406,0.12208079197659742,0.12167490935283666
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,30,id,0.7152,0.6648948247534165,0.5566498884946405,0.745649948933446,0.18859364883792393,0.03734801330088512,0.03512486567309601
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,30,ood,0.7973352033660589,0.7124588351241556,0.44525791927342334,0.8044439286315233,0.1427030278022406,0.12208079197659742,0.12167490935283666
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,0,id,0.7162,0.6626933758895223,0.560512413600736,0.7472329786679327,0.18929321021998127,0.019384382994577766,0.0194394532905427
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,0,ood,0.8169705469845723,0.7393046441191318,0.44258364295598795,0.82294183132617,0.13945417160274406,0.13837379700334534,0.13814979938838645
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,5,id,0.7098,0.663001432566462,0.5672757086795793,0.7437539836393775,0.19189874702931553,0.04091208224538511,0.04001833888459472
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,5,ood,0.7987377279102384,0.7271910530996851,0.44781483367169433,0.8140534482344175,0.14255719376014678,0.13229223871178883,0.13198300483928804
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,10,id,0.718,0.6630669546436285,0.5544119667020645,0.7516702769559883,0.1870883602439681,0.011510566528961532,0.013494898840167493
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,10,ood,0.8124123422159888,0.7313976827480109,0.4431138821119547,0.8241760264176342,0.13931521429255514,0.13972483038825928,0.1394610381075704
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,20,id,0.718,0.6630669546436285,0.5544119667020645,0.7516702769559883,0.1870883602439681,0.011510566528961532,0.013494898840167493
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,20,ood,0.8124123422159888,0.7313976827480109,0.4431138821119547,0.8241760264176342,0.13931521429255514,0.13972483038825928,0.1394610381075704
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,30,id,0.718,0.6630669546436285,0.5544119667020645,0.7516702769559883,0.1870883602439681,0.011510566528961532,0.013494898840167493
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,30,ood,0.8124123422159888,0.7313976827480109,0.4431138821119547,0.8241760264176342,0.13931521429255514,0.13972483038825928,0.1394610381075704
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,0,id,0.716,0.6618245947365512,0.5498013063312037,0.7557929761850624,0.1859979015181516,0.016137258237379316,0.018998057131205653
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,0,ood,0.8039971949509116,0.70973053532367,0.4478776173368263,0.8082099889425736,0.1419273210261727,0.131741181152082,0.131521953995561
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,5,id,0.719,0.6629092566390021,0.5446826207645605,0.7615224929067329,0.18385424285300672,0.011479977946360728,0.015556466456748613
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,5,ood,0.8141654978962132,0.7230595418379366,0.44467819821560234,0.8131227314247254,0.1402088084327179,0.13271241041441786,0.1325020525489482
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,10,id,0.7201,0.662094643686332,0.5472056357353876,0.7604267086892635,0.1845497955466232,0.0157321461267568,0.017003061013239482
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,10,ood,0.8096072931276297,0.7050807071945386,0.44932267388502567,0.8080732734790029,0.14171890225777814,0.13166412338876107,0.1308351065286049
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,20,id,0.7201,0.662094643686332,0.5472056357353876,0.7604267086892635,0.1845497955466232,0.0157321461267568,0.017003061013239482
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,20,ood,0.8096072931276297,0.7050807071945386,0.44932267388502567,0.8080732734790029,0.14171890225777814,0.13166412338876107,0.1308351065286049
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,30,id,0.7201,0.662094643686332,0.5472056357353876,0.7604267086892635,0.1845497955466232,0.0157321461267568,0.017003061013239482
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,30,ood,0.8096072931276297,0.7050807071945386,0.44932267388502567,0.8080732734790029,0.14171890225777814,0.13166412338876107,0.1308351065286049
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,0,id,0.7188,0.6678562150784771,0.5519926112151339,0.754269329440923,0.18614867248561212,0.01816891426080421,0.020874223025410116
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,0,ood,0.7973352033660589,0.7086818826470518,0.44789930627735025,0.8042027986106104,0.14310243359112085,0.12730513964655712,0.12624966829378592
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,5,id,0.7195,0.6594443684947647,0.5544144318553909,0.7520006931430262,0.18698366408319597,0.023436743260234226,0.02109723963480336
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,5,ood,0.8096072931276297,0.7025627388764693,0.45180549746268334,0.8073044367923848,0.14208536133292687,0.13419966824797297,0.1324592271558405
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,10,id,0.717,0.6684894159495447,0.5536928570627125,0.7522831915268903,0.18697594455491487,0.026506634874162473,0.023576920048206884
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,10,ood,0.7945301542776999,0.7018791615586164,0.4457962061604864,0.7997738185380159,0.14309406168151173,0.11815859990872149,0.11786960587782248
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,20,id,0.717,0.6684894159495447,0.5536928570627125,0.7522831915268903,0.18697594455491487,0.026506634874162473,0.023576920048206884
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,20,ood,0.7945301542776999,0.7018791615586164,0.4457962061604864,0.7997738185380159,0.14309406168151173,0.11815859990872149,0.11786960587782248
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,30,id,0.717,0.6684894159495447,0.5536928570627125,0.7522831915268903,0.18697594455491487,0.026506634874162473,0.023576920048206884
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,30,ood,0.7945301542776999,0.7018791615586164,0.4457962061604864,0.7997738185380159,0.14309406168151173,0.11815859990872149,0.11786960587782248
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,0,id,0.711,0.6594971778463125,0.5575086456560376,0.7487468780054289,0.18871042511328007,0.021317309124730014,0.02120627112783969
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,0,ood,0.7990883590462833,0.7204874882815318,0.4544922970515553,0.8099711395158771,0.14485079373801352,0.13513923242607248,0.1349110992896924
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,5,id,0.6997,0.6113800137425203,0.5851225814002065,0.744492966215258,0.19895490958092354,0.07266801743246407,0.06389777822563579
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,5,ood,0.8292426367461431,0.6607939112040576,0.48575966771975737,0.8067823640056729,0.15266475639267213,0.15899366102250734,0.14953636361552922
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,10,id,0.7113,0.6579086820671898,0.5563321957887519,0.7502258068883347,0.1881999782176901,0.019494326588100054,0.019574636367863947
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,10,ood,0.8004908835904628,0.7125579913944377,0.45069432777883983,0.8123178379125502,0.14355089287148473,0.132863808043917,0.1326584575539321
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,20,id,0.7113,0.6579086820671898,0.5563321957887519,0.7502258068883347,0.1881999782176901,0.019494326588100054,0.019574636367863947
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,20,ood,0.8004908835904628,0.7125579913944377,0.45069432777883983,0.8123178379125502,0.14355089287148473,0.132863808043917,0.1326584575539321
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,30,id,0.7142,0.6579132731571696,0.5559678344531072,0.7506281144940112,0.18795777445066375,0.014481943559545775,0.01431671144416638
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,30,ood,0.7973352033660589,0.6960920410567053,0.4504748298592235,0.8135343801831687,0.14271219707067345,0.13449179921890259,0.13404648304665953
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,0,id,0.7006,0.6532389437466287,0.5843220585347833,0.735065586627875,0.19696933221752344,0.0635036417387426,0.06247132224867325
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,0,ood,0.7931276297335204,0.7217690079565395,0.46756288334257995,0.7968321825196509,0.14957602001313344,0.12672237884174892,0.12470136653144406
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,5,id,0.7126,0.659035225448459,0.5552086657441129,0.7474136637919064,0.18799939779376856,0.03431701240018011,0.031565539173218075
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,5,ood,0.8068022440392707,0.7221986851277613,0.4413037981520701,0.8086791032667484,0.14053278413711923,0.12150891794239237,0.12117675448188672
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,10,id,0.7241,0.662853566294891,0.5440916298434664,0.7589502736110846,0.18331628721689708,0.011671281234920023,0.013148346316037174
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,10,ood,0.8194249649368864,0.7276312468450277,0.4360210718489396,0.8194142718925027,0.13716222943003947,0.12773283466769889,0.12693942486665685
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,20,id,0.7241,0.662853566294891,0.5440916298434664,0.7589502736110846,0.18331628721689708,0.011671281234920023,0.013148346316037174
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,20,ood,0.8194249649368864,0.7276312468450277,0.4360210718489396,0.8194142718925027,0.13716222943003947,0.12773283466769889,0.12693942486665685
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,30,id,0.7241,0.662853566294891,0.5440916298434664,0.7589502736110846,0.18331628721689708,0.011671281234920023,0.013148346316037174
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,30,ood,0.8194249649368864,0.7276312468450277,0.4360210718489396,0.8194142718925027,0.13716222943003947,0.12773283466769889,0.12693942486665685
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,0,id,0.7038,0.6573473232687763,0.593055027511551,0.7323659850541056,0.19883468065889962,0.06160698679313065,0.06108236317980607
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,0,ood,0.7938288920056101,0.7398364822960987,0.4692753630417929,0.8070813351842503,0.14978309814946134,0.14142891890166892,0.1410157671337727
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,5,id,0.7168,0.6629475741051263,0.5562469547273515,0.7507913034365129,0.18767816417748687,0.01618773281276226,0.015885876205496575
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,5,ood,0.8169705469845723,0.7386751520396144,0.4413959973137106,0.8236355496262109,0.13908925930249724,0.13646676343425504,0.13621223403743016
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,10,id,0.7168,0.6629475741051263,0.5562469547273515,0.7507913034365129,0.18767816417748687,0.01618773281276226,0.015885876205496575
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,10,ood,0.8169705469845723,0.7386751520396144,0.4413959973137106,0.8236355496262109,0.13908925930249724,0.13646676343425504,0.13621223403743016
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,20,id,0.7168,0.6629475741051263,0.5562469547273515,0.7507913034365129,0.18767816417748687,0.01618773281276226,0.015885876205496575
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,20,ood,0.8169705469845723,0.7386751520396144,0.4413959973137106,0.8236355496262109,0.13908925930249724,0.13646676343425504,0.13621223403743016
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,30,id,0.7168,0.656556598724961,0.5568432726753226,0.7497290353366394,0.187899372467283,0.011848203672468674,0.016529661976535114
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,30,ood,0.8215287517531557,0.7333627797408716,0.44638286808220784,0.8215021874474171,0.13991682641506756,0.14117995629721902,0.13958654465129722
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,0,id,0.7064,0.6615802902958574,0.578924586607142,0.7405291018378487,0.19550326179005934,0.06434781428053973,0.05998239433338605
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,0,ood,0.7840112201963534,0.6996601644191245,0.4682359630397309,0.7809825785437849,0.15048054067841524,0.12292394231414477,0.11979378577396711
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,5,id,0.7204,0.6560927805482648,0.5495953005247572,0.760332899047728,0.18539456356485493,0.027473774882406002,0.026338397425779037
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,5,ood,0.8260869565217391,0.720496502487921,0.45362728407325736,0.8140925097954377,0.14225787312668112,0.14265845899390467,0.14172603082794172
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,10,id,0.7204,0.6560927805482648,0.5495953005247572,0.760332899047728,0.18539456356485493,0.027473774882406002,0.026338397425779037
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,10,ood,0.8260869565217391,0.720496502487921,0.45362728407325736,0.8140925097954377,0.14225787312668112,0.14265845899390467,0.14172603082794172
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,20,id,0.7201,0.658272174557305,0.5489713341908432,0.7591823835928418,0.185344220928678,0.01885660758912564,0.01807130601568705
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,20,ood,0.8211781206171108,0.7161456455373669,0.4498739454173679,0.8130280822576381,0.14107210959932276,0.13902000344892626,0.13845589890765309
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,30,id,0.7201,0.658272174557305,0.5489713341908432,0.7591823835928418,0.185344220928678,0.01885660758912564,0.01807130601568705
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,30,ood,0.8211781206171108,0.7161456455373669,0.4498739454173679,0.8130280822576381,0.14107210959932276,0.13902000344892626,0.13845589890765309
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,0,id,0.7036,0.6589277170330948,0.5865585959091407,0.7354065057075646,0.19682468536501982,0.06326607894897461,0.06066213881319516
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,0,ood,0.7875175315568023,0.7050161053820821,0.4664817450886489,0.7842074108795462,0.14996128932036668,0.11363783208091664,0.11316640201576919
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,5,id,0.7219,0.6652239454838793,0.5518029682729558,0.7539749545065721,0.18603382286547285,0.012439289799332608,0.01460555906527832
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,5,ood,0.8043478260869565,0.7049154467440686,0.45026531133613007,0.8073130754068412,0.14260845062284278,0.13143737495551605,0.13124712336895417
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,10,id,0.7218,0.6646310000946252,0.5509120312299997,0.7545085816898619,0.18575974723155014,0.012757860665023324,0.012936643357112065
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,10,ood,0.8046984572230014,0.6963234056873633,0.44575139460754154,0.810205133290065,0.14082974648102475,0.12898664367169685,0.1276218805575073
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,20,id,0.7218,0.6646310000946252,0.5509120312299997,0.7545085816898619,0.18575974723155014,0.012757860665023324,0.012936643357112065
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,20,ood,0.8046984572230014,0.6963234056873633,0.44575139460754154,0.810205133290065,0.14082974648102475,0.12898664367169685,0.1276218805575073
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,30,id,0.7218,0.6646310000946252,0.5509120312299997,0.7545085816898619,0.18575974723155014,0.012757860665023324,0.012936643357112065
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,30,ood,0.8046984572230014,0.6963234056873633,0.44575139460754154,0.810205133290065,0.14082974648102475,0.12898664367169685,0.1276218805575073
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,0,id,0.7035,0.6587214117631583,0.5901872939337358,0.734439397377373,0.19820309484844542,0.0641460215125233,0.06276647690569735
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,0,ood,0.7808555399719496,0.7203342467729141,0.48478913698330256,0.7905455247470013,0.1547733782545339,0.13287103954352553,0.12995886288271077
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,5,id,0.7141,0.6653610674459305,0.5610230038888584,0.7494046423991473,0.18951630511667758,0.03096962713561952,0.029967674936530433
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,5,ood,0.794179523141655,0.7218020600466335,0.4558787059737259,0.8077878236100093,0.14521950218425336,0.13071724573126767,0.1304103527533659
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,10,id,0.7152,0.653335209060514,0.5542323657665754,0.7525838761176155,0.18741913152840153,0.013961146447807556,0.015159307262057359
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,10,ood,0.8096072931276297,0.7075986755126079,0.449580907794112,0.8208137274344365,0.14128195360090612,0.13883862595059512,0.1383412298745655
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,20,id,0.7152,0.653335209060514,0.5542323657665754,0.7525838761176155,0.18741913152840153,0.013961146447807556,0.015159307262057359
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,20,ood,0.8096072931276297,0.7075986755126079,0.449580907794112,0.8208137274344365,0.14128195360090612,0.13883862595059512,0.1383412298745655
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,30,id,0.7152,0.653335209060514,0.5542323657665754,0.7525838761176155,0.18741913152840153,0.013961146447807556,0.015159307262057359
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,30,ood,0.8096072931276297,0.7075986755126079,0.449580907794112,0.8208137274344365,0.14128195360090612,0.13883862595059512,0.1383412298745655
cc18_1053,openml_cc18,catb,0,gbdt,cpu,207.5,0,id,0.8080220453153705,0.5694989091048893,0.44112218018789245,0.7329025018501966,0.13956502265054152,0.023019729297166714,0.022546858358471936
cc18_1053,openml_cc18,catb,0,gbdt,cpu,207.5,5,id,0.8083282302510717,0.5660808511865286,0.43652913605808846,0.7376235066270678,0.13809983960942204,0.025943577328221095,0.023969153396331336
cc18_1053,openml_cc18,catb,0,gbdt,cpu,207.5,10,id,0.8083282302510717,0.5660808511865286,0.43652913605808846,0.7376235066270678,0.13809983960942204,0.025943577328221095,0.023969153396331336
cc18_1053,openml_cc18,catb,0,gbdt,cpu,207.5,20,id,0.8083282302510717,0.5660808511865286,0.43652913605808846,0.7376235066270678,0.13809983960942204,0.025943577328221095,0.023969153396331336
cc18_1053,openml_cc18,catb,0,gbdt,cpu,207.5,30,id,0.8110838946723821,0.5695932210720568,0.43904491934399403,0.732332124698442,0.13877124676812816,0.022772657605775428,0.022290385469034276
cc18_1053,openml_cc18,catb,1,gbdt,cpu,225.8,0,id,0.8086344151867728,0.5716825014657401,0.4413971008988784,0.7316794498428534,0.13965127618786038,0.023705707434547023,0.02227397587453316
cc18_1053,openml_cc18,catb,1,gbdt,cpu,225.8,5,id,0.8147581139007961,0.567661928241208,0.43917005910237206,0.7256086425804715,0.13861052741428834,0.019059283883182218,0.018521353778500716
cc18_1053,openml_cc18,catb,1,gbdt,cpu,225.8,10,id,0.8147581139007961,0.567661928241208,0.43917005910237206,0.7256086425804715,0.13861052741428834,0.019059283883182218,0.018521353778500716
cc18_1053,openml_cc18,catb,1,gbdt,cpu,225.8,20,id,0.8141457440293938,0.5714914746787386,0.4382440627337119,0.7316118696116028,0.13867462821885676,0.016972549842321764,0.020345758920391414
cc18_1053,openml_cc18,catb,1,gbdt,cpu,225.8,30,id,0.8141457440293938,0.5714914746787386,0.4382440627337119,0.7316118696116028,0.13867462821885676,0.016972549842321764,0.020345758920391414
cc18_1053,openml_cc18,catb,2,gbdt,cpu,194.9,0,id,0.8095529699938763,0.5698467220283921,0.43928427544224496,0.7346091279567103,0.13893395361554006,0.022665201510826388,0.02185551611444487
cc18_1053,openml_cc18,catb,2,gbdt,cpu,194.9,5,id,0.8098591549295775,0.5658273502301934,0.4377318131112993,0.7335212364118682,0.13841929275571152,0.019612083917445507,0.02191956541225727
cc18_1053,openml_cc18,catb,2,gbdt,cpu,194.9,10,id,0.8098591549295775,0.5658273502301934,0.4377318131112993,0.7335212364118682,0.13841929275571152,0.019612083917445507,0.02191956541225727
cc18_1053,openml_cc18,catb,2,gbdt,cpu,194.9,20,id,0.8098591549295775,0.5658273502301934,0.4377318131112993,0.7335212364118682,0.13841929275571152,0.019612083917445507,0.02191956541225727
cc18_1053,openml_cc18,catb,2,gbdt,cpu,194.9,30,id,0.8098591549295775,0.5658273502301934,0.4377318131112993,0.7335212364118682,0.13841929275571152,0.019612083917445507,0.02191956541225727
cc18_1053,openml_cc18,catb,3,gbdt,cpu,201.0,0,id,0.8113900796080833,0.5715869880722394,0.4398853251069496,0.7332749440135328,0.13898233183589268,0.021337015342488934,0.019886801204772604
cc18_1053,openml_cc18,catb,3,gbdt,cpu,201.0,5,id,0.8129210042865891,0.5611111511586555,0.44166671679208097,0.7211891958132695,0.13934020029817462,0.014492078099662097,0.01582743965339996
cc18_1053,openml_cc18,catb,3,gbdt,cpu,201.0,10,id,0.8172075933864054,0.5655726478475246,0.44160372081984955,0.7205323159655141,0.13949542314152252,0.020799582733645378,0.01914526296798214
cc18_1053,openml_cc18,catb,3,gbdt,cpu,201.0,20,id,0.8135333741579914,0.5656999990388589,0.44001226347764105,0.7271002133733167,0.13894106633211542,0.01612466700489302,0.01842621904760306
cc18_1053,openml_cc18,catb,3,gbdt,cpu,201.0,30,id,0.8120024494794856,0.5749732081927664,0.439864701017308,0.7309321626635141,0.1389105717558112,0.02384030110047959,0.024413781265170187
cc18_1053,openml_cc18,catb,4,gbdt,cpu,219.7,0,id,0.8092467850581752,0.5708595244274002,0.4412592625827454,0.7314640941726017,0.13925490247651856,0.02318463410354418,0.022258334281710684
cc18_1053,openml_cc18,catb,4,gbdt,cpu,219.7,5,id,0.8135333741579914,0.5548763492017723,0.4442279858134722,0.713428882769624,0.1402773178044723,0.015032063448404017,0.01624938453130276
cc18_1053,openml_cc18,catb,4,gbdt,cpu,219.7,10,id,0.8135333741579914,0.5548763492017723,0.4442279858134722,0.713428882769624,0.1402773178044723,0.015032063448404017,0.01624938453130276
cc18_1053,openml_cc18,catb,4,gbdt,cpu,219.7,20,id,0.8110838946723821,0.5732011043510856,0.4379565024756455,0.7359006612650538,0.13784639744081734,0.03315198596942884,0.026887643614090777
cc18_1053,openml_cc18,catb,4,gbdt,cpu,219.7,30,id,0.8110838946723821,0.5732011043510856,0.4379565024756455,0.7359006612650538,0.13784639744081734,0.03315198596942884,0.026887643614090777
cc18_1053,openml_cc18,lgbm,0,gbdt,cpu,271.7,0,id,0.8086344151867728,0.5788982680237978,0.4426563904279032,0.7317755639495208,0.1399987948078482,0.03309354635168188,0.027087064919289847
cc18_1053,openml_cc18,lgbm,0,gbdt,cpu,271.7,5,id,0.8116962645437844,0.565763674634526,0.434172496704504,0.7348824524475458,0.13742304221988594,0.021577924369006025,0.018180598372832268
cc18_1053,openml_cc18,lgbm,0,gbdt,cpu,271.7,10,id,0.8116962645437844,0.565763674634526,0.434172496704504,0.7348824524475458,0.13742304221988594,0.021577924369006025,0.018180598372832268
