dataset,suite,model,seed,kind,device,wall_s,split,acc,bacc,auroc,logloss,brier,ece,smece,optimism_gap,acc_degradation
acs_mobility_ca2sd,whyshift,xgb,2,gbdt,cpu,51.0,ood,0.7404907975460123,0.5611177041752077,0.7125209993372686,0.5259123170278662,0.17357104724961664,0.032867952742459586,0.03192890281623419,,0.04180920245398767
acs_mobility_ca2sd,whyshift,xgb,3,gbdt,cpu,64.7,id,0.7762,0.5778722779223195,0.7383466527492847,0.47813381036367625,0.1553020061227292,0.011203759470581996,0.011682793556739903,-0.0014112169857577461,
acs_mobility_ca2sd,whyshift,xgb,3,gbdt,cpu,64.7,ood,0.7411042944785277,0.5945663733181265,0.7128215403110214,0.5260114102771708,0.17392503059963002,0.042368062197065084,0.03485185715360015,,0.03509570552147234
acs_mobility_ca2sd,whyshift,xgb,4,gbdt,cpu,69.9,id,0.7792,0.5765793364292839,0.7432848958129592,0.47121880023532603,0.15251527377506585,0.010251874908804876,0.011986269012949847,-0.01144277493518292,
acs_mobility_ca2sd,whyshift,xgb,4,gbdt,cpu,69.9,ood,0.743558282208589,0.5999086817810521,0.7056567205585439,0.5288452739671791,0.17450844836527227,0.051990737212947544,0.04267742110147856,,0.03564171779141101
acs_pubcov_ca2sd,whyshift,catb,0,gbdt,cpu,176.5,id,0.7249,0.6593738623293044,0.758378730744657,0.5459852151300211,0.18379381156282282,0.01942798311775314,0.019276681291151933,-0.006791629965966162,
acs_pubcov_ca2sd,whyshift,catb,0,gbdt,cpu,176.5,ood,0.8222300140252454,0.7174376817864956,0.8189913553760726,0.441372048328307,0.13812403685734173,0.13020038019588193,0.1297555604229647,,-0.09733001402524544
acs_pubcov_ca2sd,whyshift,catb,1,gbdt,cpu,194.3,id,0.7153,0.6604781465005036,0.7488995464225633,0.5564415747909058,0.18794304855665045,0.015929975246185984,0.016696973445472222,0.003972468287390507,
acs_pubcov_ca2sd,whyshift,catb,1,gbdt,cpu,194.3,ood,0.8159186535764376,0.727940734597726,0.8172084204706618,0.4440806201006476,0.1402036775891602,0.13440628115883335,0.13349203212418398,,-0.10061865357643751
acs_pubcov_ca2sd,whyshift,catb,2,gbdt,cpu,157.7,id,0.7184,0.6592296169298639,0.760355014847861,0.5468433118388495,0.18445212757165513,0.017259289174013308,0.01642366645483347,-0.008215555611588043,
acs_pubcov_ca2sd,whyshift,catb,2,gbdt,cpu,157.7,ood,0.8180224403927069,0.7204529338237061,0.8150142123987405,0.44854221511796455,0.1409633035746122,0.138035711992628,0.1374676068278989,,-0.09962244039270685
acs_pubcov_ca2sd,whyshift,catb,3,gbdt,cpu,178.5,id,0.7202,0.6609682891368592,0.7553748598642347,0.5506118356407771,0.18562386152156,0.014199836489653955,0.01498982423934097,-0.005337577560632578,
acs_pubcov_ca2sd,whyshift,catb,3,gbdt,cpu,178.5,ood,0.8061009817671809,0.7072786711857888,0.8118445920771135,0.44785021464923075,0.14125757506535908,0.1327274176654746,0.13193790793749585,,-0.08590098176718097
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,id,0.7158,0.6580622807193994,0.7538228297949696,0.5529837406859252,0.18705305818939777,0.011585732380293846,0.013881445455064086,-0.0018422417115073753,
acs_pubcov_ca2sd,whyshift,catb,4,gbdt,cpu,180.9,ood,0.8106591865357644,0.7164446167159444,0.8206413307372419,0.4461944333778161,0.1404867571264832,0.13568461123892916,0.13553482935774766,,-0.09485918653576442
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,id,0.7152,0.6648948247534165,0.745649948933446,0.5566498884946405,0.18859364883792393,0.03734801330088512,0.03512486567309601,0.0006826517482482197,
acs_pubcov_ca2sd,whyshift,lgbm,0,gbdt,cpu,253.1,ood,0.7973352033660589,0.7124588351241556,0.8044439286315233,0.44525791927342334,0.1427030278022406,0.12208079197659742,0.12167490935283666,,-0.08213520336605895
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,id,0.718,0.6630669546436285,0.7516702769559883,0.5544119667020645,0.1870883602439681,0.011510566528961532,0.013494898840167493,0.0006697864608540272,
acs_pubcov_ca2sd,whyshift,lgbm,1,gbdt,cpu,177.5,ood,0.8124123422159888,0.7313976827480109,0.8241760264176342,0.4431138821119547,0.13931521429255514,0.13972483038825928,0.1394610381075704,,-0.09441234221598882
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,id,0.7201,0.662094643686332,0.7604267086892635,0.5472056357353876,0.1845497955466232,0.0157321461267568,0.017003061013239482,-0.010804383933219586,
acs_pubcov_ca2sd,whyshift,lgbm,2,gbdt,cpu,228.5,ood,0.8096072931276297,0.7050807071945386,0.8080732734790029,0.44932267388502567,0.14171890225777814,0.13166412338876107,0.1308351065286049,,-0.08950729312762973
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,id,0.717,0.6684894159495447,0.7522831915268903,0.5536928570627125,0.18697594455491487,0.026506634874162473,0.023576920048206884,-0.003153911937627929,
acs_pubcov_ca2sd,whyshift,lgbm,3,gbdt,cpu,224.9,ood,0.7945301542776999,0.7018791615586164,0.7997738185380159,0.4457962061604864,0.14309406168151173,0.11815859990872149,0.11786960587782248,,-0.07753015427769994
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,id,0.7142,0.6579132731571696,0.7506281144940112,0.5559678344531072,0.18795777445066375,0.014481943559545775,0.01431671144416638,-0.003044587416657696,
acs_pubcov_ca2sd,whyshift,lgbm,4,gbdt,cpu,232.7,ood,0.7973352033660589,0.6960920410567053,0.8135343801831687,0.4504748298592235,0.14271219707067345,0.13449179921890259,0.13404648304665953,,-0.08313520336605895
acs_pubcov_ca2sd,whyshift,logreg,0,linear,cpu,1.1,id,0.6901,0.6077108444870862,0.6861078198578774,0.5967381841719078,0.20439229236356332,0.014517591863084305,0.018441489968865445,,
acs_pubcov_ca2sd,whyshift,logreg,0,linear,cpu,1.1,ood,0.8071528751753155,0.650657436119324,0.7559249627412803,0.4852043052631778,0.1537436665308963,0.13263580242103054,0.1325224215135176,,-0.11705287517531549
acs_pubcov_ca2sd,whyshift,logreg,1,linear,cpu,1.1,id,0.6878,0.6112966235890456,0.6850752543354347,0.6007515143202177,0.20613759865507977,0.01777991711445021,0.015691230522551437,,
acs_pubcov_ca2sd,whyshift,logreg,1,linear,cpu,1.1,ood,0.8032959326788219,0.6576704886901757,0.7689565004447008,0.4875323358373975,0.15495591887712676,0.14262297930736323,0.14259250140303437,,-0.11549593267882197
acs_pubcov_ca2sd,whyshift,logreg,2,linear,cpu,1.1,id,0.6812,0.602484725175111,0.6836903360266082,0.6025413350266356,0.20698465866844354,0.022810240653480522,0.020938664166839458,,
acs_pubcov_ca2sd,whyshift,logreg,2,linear,cpu,1.1,ood,0.8092566619915849,0.6639428739693758,0.7619194099901445,0.4927492716712301,0.15684783935200652,0.14665480827292554,0.14654164379054144,,-0.12805666199158483
acs_pubcov_ca2sd,whyshift,logreg,3,linear,cpu,1.1,id,0.6824,0.6038586051912316,0.6788898316976612,0.604462954128451,0.20765270506454145,0.017503873077181334,0.018305189098566713,,
acs_pubcov_ca2sd,whyshift,logreg,3,linear,cpu,1.1,ood,0.8050490883590463,0.6575157448138266,0.7581912844643157,0.4909124059618397,0.1561724983590755,0.14265239439229188,0.14261379031154833,,-0.12264908835904631
acs_pubcov_ca2sd,whyshift,logreg,4,linear,cpu,1.1,id,0.6853,0.6078344110436598,0.6897076816708185,0.6007493760712241,0.2061543437853109,0.018837188998958893,0.019081632857859167,,
acs_pubcov_ca2sd,whyshift,logreg,4,linear,cpu,1.1,ood,0.8082047685834503,0.6494315040503834,0.7624189472608831,0.48388789268216126,0.1531967055513329,0.13647905780015263,0.13520197445251295,,-0.12290476858345023
acs_pubcov_ca2sd,whyshift,mlp,0,mlp,cpu,7.1,id,0.7009,0.6577596521660861,0.7265699277924499,0.5983399616587217,0.20040152075050738,0.06571691959016025,0.0646445261563921,,
acs_pubcov_ca2sd,whyshift,mlp,0,mlp,cpu,7.1,ood,0.7836605890603086,0.7038457609192086,0.7814374203745102,0.4813756869113976,0.15444459755428738,0.13122771793733473,0.12160775655436143,,-0.08276058906030859
acs_pubcov_ca2sd,whyshift,mlp,1,mlp,cpu,4.6,id,0.7058,0.6508774469579918,0.73423876725186,0.5747282657869617,0.1950465464545209,0.03572174451351167,0.034932101312261876,,
acs_pubcov_ca2sd,whyshift,mlp,1,mlp,cpu,4.6,ood,0.7959326788218793,0.6964676329895916,0.789555840003846,0.46028599763485484,0.14782958697597967,0.11979678172623374,0.11950249948448217,,-0.09013267882187936
acs_pubcov_ca2sd,whyshift,mlp,2,mlp,cpu,3.8,id,0.7089,0.6537243501272131,0.7385701572656694,0.5678871961251541,0.192948691614292,0.025827629962936045,0.024496110324782383,,
acs_pubcov_ca2sd,whyshift,mlp,2,mlp,cpu,3.8,ood,0.7629733520336606,0.7241788057979375,0.7954913193192471,0.5197741261193946,0.16984958285325213,0.19330350378577874,0.1931818008432008,,-0.05407335203366059
acs_pubcov_ca2sd,whyshift,mlp,3,mlp,cpu,4.0,id,0.7067,0.654696588344689,0.7306274420350107,0.5763483716844209,0.19557000887903705,0.029049436863511798,0.02949090074230084,,
acs_pubcov_ca2sd,whyshift,mlp,3,mlp,cpu,4.0,ood,0.7931276297335204,0.6909238960601909,0.776869095694815,0.4737690211277161,0.1514765508982789,0.12315633768923738,0.12167309149539854,,-0.08642762973352036
acs_pubcov_ca2sd,whyshift,mlp,4,mlp,cpu,2.9,id,0.6995,0.6341796655371732,0.710515633216583,0.5863357217463713,0.2006629084756792,0.022860557764023553,0.022491276298529324,,
acs_pubcov_ca2sd,whyshift,mlp,4,mlp,cpu,2.9,ood,0.5266479663394109,0.6344994711665585,0.7433253557606788,0.7524814779685399,0.27190791710446843,0.359715724131419,0.35968537481001944,,0.1728520336605891
acs_pubcov_ca2sd,whyshift,tabicl,0,tfm,cuda,15.3,id,0.7252,0.6601380142347129,0.7607411338403263,0.5439467170388328,0.18307084692892694,0.02274004896134138,0.022380843518934688,,
acs_pubcov_ca2sd,whyshift,tabicl,0,tfm,cuda,15.3,ood,0.8141654978962132,0.7117286844066248,0.8185684388596428,0.4196193953822357,0.1325696467771447,0.09847222200658846,0.0981111894073244,,-0.08896549789621322
acs_pubcov_ca2sd,whyshift,tabicl,1,tfm,cuda,15.3,id,0.7164,0.6736890781901361,0.7516866360348098,0.5567739816079504,0.18792897727490893,0.03374780678525567,0.03241108516678987,,
acs_pubcov_ca2sd,whyshift,tabicl,1,tfm,cuda,15.3,ood,0.7896213183730715,0.7308913848224803,0.8143869738708204,0.45407209330698106,0.14587521030153033,0.14262326096731853,0.1409003348401923,,-0.07322131837307144
acs_pubcov_ca2sd,whyshift,tabicl,2,tfm,cuda,15.2,id,0.7183,0.6640408770413474,0.7625984802623356,0.5429794157447815,0.18352302370264734,0.017686027958244078,0.017538159987505873,,
acs_pubcov_ca2sd,whyshift,tabicl,2,tfm,cuda,15.2,ood,0.8162692847124825,0.7143127569048822,0.8178705890483402,0.4307400950450054,0.1359339355040558,0.11749441372060841,0.11615126196064282,,-0.09796928471248245
acs_pubcov_ca2sd,whyshift,tabicl,3,tfm,cuda,15.3,id,0.7192,0.67034220085648,0.7567050120032767,0.5514167254332473,0.18621738787035133,0.02624407336376607,0.02579783093177237,,
acs_pubcov_ca2sd,whyshift,tabicl,3,tfm,cuda,15.3,ood,0.7973352033660589,0.6979805172952573,0.8073540149275258,0.4329276055868535,0.13833432440778012,0.10651579637702184,0.10577422201232392,,-0.07813520336605895
acs_pubcov_ca2sd,whyshift,tabicl,4,tfm,cuda,15.3,id,0.7091,0.6606140512380162,0.7463296584540822,0.5611000224210599,0.1902662572867455,0.03631691391021013,0.035336824479314355,,
acs_pubcov_ca2sd,whyshift,tabicl,4,tfm,cuda,15.3,ood,0.7945301542776999,0.7132100189899281,0.8087985415014063,0.44985969350219046,0.14381853904776318,0.12612847752639236,0.12584959852150254,,-0.08543015427769995
acs_pubcov_ca2sd,whyshift,tabpfn25,0,tfm,cuda,14.0,id,0.7287,0.6719292333788809,0.7614013472655671,0.5425648509714562,0.1826257518268552,0.024282055154442782,0.020431647816470715,,
acs_pubcov_ca2sd,whyshift,tabpfn25,0,tfm,cuda,14.0,ood,0.8085553997194951,0.7295978462056201,0.8230676546236868,0.42932912929251094,0.13609595569915733,0.11927521310558577,0.11894193788826198,,-0.07985539971949507
acs_pubcov_ca2sd,whyshift,tabpfn25,1,tfm,cuda,14.0,id,0.7203,0.6698951440936822,0.7555480004102849,0.5521863737034387,0.18623077097484655,0.02402639077454805,0.022751948253894,,
acs_pubcov_ca2sd,whyshift,tabpfn25,1,tfm,cuda,14.0,ood,0.8022440392706872,0.7356944544602293,0.8275860255763081,0.43914443455371444,0.13950546893607466,0.1336628643895119,0.13323016208423066,,-0.08194403927068716
acs_pubcov_ca2sd,whyshift,tabpfn25,2,tfm,cuda,14.1,id,0.7215,0.6656213193564913,0.7643523705711446,0.5425725885470597,0.183227939053358,0.018171586977317914,0.01756471944826197,,
acs_pubcov_ca2sd,whyshift,tabpfn25,2,tfm,cuda,14.1,ood,0.8134642356241234,0.7333192110766569,0.8247375363572992,0.4304407942386126,0.13583004366614923,0.12213819533675324,0.1218871664029871,,-0.09196423562412337
acs_pubcov_ca2sd,whyshift,tabpfn25,3,tfm,cuda,14.0,id,0.7228,0.670674658208153,0.7602576497141388,0.5469202172561402,0.1843269203690475,0.019653974052518605,0.0190629208068882,,
acs_pubcov_ca2sd,whyshift,tabpfn25,3,tfm,cuda,14.0,ood,0.7955820476858345,0.7138725631595394,0.8196685476310667,0.43415938436496565,0.13823845456647435,0.11821257578258679,0.11793487147808897,,-0.07278204768583452
acs_pubcov_ca2sd,whyshift,tabpfn25,4,tfm,cuda,13.9,id,0.7203,0.6664425574139291,0.7566150666589964,0.551538720818701,0.1861368613026476,0.024744630437344317,0.02331255910309783,,
acs_pubcov_ca2sd,whyshift,tabpfn25,4,tfm,cuda,13.9,ood,0.8068022440392707,0.7259756376048653,0.8228118765173913,0.43716742158088745,0.13859231097467184,0.12246861672198703,0.12224381874651782,,-0.08650224403927065
acs_pubcov_ca2sd,whyshift,tabpfn2,0,tfm,cuda,15.4,id,0.726,0.6615887906938154,0.7594786689430484,0.5437530504148279,0.18308220299020797,0.016647104810178275,0.015812838616971744,,
acs_pubcov_ca2sd,whyshift,tabpfn2,0,tfm,cuda,15.4,ood,0.8173211781206171,0.7218997139491838,0.8218409713708804,0.43087692782667414,0.13534284321957163,0.12034838839707084,0.11944764353918992,,-0.09132117812061713
acs_pubcov_ca2sd,whyshift,tabpfn2,1,tfm,cuda,15.3,id,0.7219,0.6636077690658952,0.7514154140858058,0.5543305152211708,0.18727375072326044,0.011562200289964677,0.012407067822186138,,
acs_pubcov_ca2sd,whyshift,tabpfn2,1,tfm,cuda,15.3,ood,0.8096072931276297,0.7271129299776448,0.8180606385663807,0.4489524590004433,0.14147896257242282,0.1394912445915113,0.13932452765454909,,-0.0877072931276297
acs_pubcov_ca2sd,whyshift,tabpfn2,2,tfm,cuda,15.3,id,0.72,0.6613970512295118,0.7614982728848394,0.5450477406547483,0.18408760411874645,0.011668874948844317,0.01450665056148037,,
acs_pubcov_ca2sd,whyshift,tabpfn2,2,tfm,cuda,15.3,ood,0.8201262272089762,0.7280729429581019,0.8216986220283167,0.4460371548296467,0.14003474798439008,0.13964262905140076,0.1394846751750761,,-0.10012622720897624
acs_pubcov_ca2sd,whyshift,tabpfn2,3,tfm,cuda,15.3,id,0.7197,0.6628001394720124,0.7561161760726149,0.5493604507065427,0.18538955243086183,0.015745269767567516,0.01378520416058191,,
acs_pubcov_ca2sd,whyshift,tabpfn2,3,tfm,cuda,15.3,ood,0.7976858345021038,0.7101617148626235,0.8152609762986467,0.44619835550146153,0.1414863975433475,0.13155053378844328,0.13133174051164195,,-0.07798583450210383
acs_pubcov_ca2sd,whyshift,tabpfn2,4,tfm,cuda,15.3,id,0.7168,0.6564415191869765,0.7540421130647516,0.5518386737408024,0.18662003001425143,0.015762849313020702,0.017015226633175472,,
acs_pubcov_ca2sd,whyshift,tabpfn2,4,tfm,cuda,15.3,ood,0.8050490883590463,0.713540539890868,0.8240779969231509,0.4436060530528569,0.1398441415885573,0.13360627194106325,0.13345806859274853,,-0.08824908835904632
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,id,0.7241,0.662853566294891,0.7589502736110846,0.5440916298434664,0.18331628721689708,0.011671281234920023,0.013148346316037174,-0.005316519939047359,
acs_pubcov_ca2sd,whyshift,xgb,0,gbdt,cpu,72.7,ood,0.8194249649368864,0.7276312468450277,0.8194142718925027,0.4360210718489396,0.13716222943003947,0.12773283466769889,0.12693942486665685,,-0.09532496493688647
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,id,0.7168,0.656556598724961,0.7497290353366394,0.5568432726753226,0.187899372467283,0.011848203672468674,0.016529661976535114,0.003548917213716085,
acs_pubcov_ca2sd,whyshift,xgb,1,gbdt,cpu,60.2,ood,0.8215287517531557,0.7333627797408716,0.8215021874474171,0.44638286808220784,0.13991682641506756,0.14117995629721902,0.13958654465129722,,-0.10472875175315566
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,id,0.7201,0.658272174557305,0.7591823835928418,0.5489713341908432,0.185344220928678,0.01885660758912564,0.01807130601568705,-0.006876450774836673,
acs_pubcov_ca2sd,whyshift,xgb,2,gbdt,cpu,57.4,ood,0.8211781206171108,0.7161456455373669,0.8130280822576381,0.4498739454173679,0.14107210959932276,0.13902000344892626,0.13845589890765309,,-0.10107812061711086
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,id,0.7218,0.6646310000946252,0.7545085816898619,0.5509120312299997,0.18575974723155014,0.012757860665023324,0.012936643357112065,-0.0033051765704800173,
acs_pubcov_ca2sd,whyshift,xgb,3,gbdt,cpu,60.7,ood,0.8046984572230014,0.6963234056873633,0.810205133290065,0.44575139460754154,0.14082974648102475,0.12898664367169685,0.1276218805575073,,-0.08289845722300138
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,id,0.7152,0.653335209060514,0.7525838761176155,0.5542323657665754,0.18741913152840153,0.013961146447807556,0.015159307262057359,-0.0006739345158413013,
acs_pubcov_ca2sd,whyshift,xgb,4,gbdt,cpu,77.9,ood,0.8096072931276297,0.7075986755126079,0.8208137274344365,0.449580907794112,0.14128195360090612,0.13883862595059512,0.1383412298745655,,-0.09440729312762974
cc18_1053,openml_cc18,catb,0,gbdt,cpu,207.5,id,0.8110838946723821,0.5695932210720568,0.732332124698442,0.43904491934399403,0.13877124676812816,0.022772657605775428,0.022290385469034276,0.008887704004724883,
cc18_1053,openml_cc18,catb,1,gbdt,cpu,225.8,id,0.8141457440293938,0.5714914746787386,0.7316118696116028,0.4382440627337119,0.13867462821885676,0.016972549842321764,0.020345758920391414,0.00907560382108863,
cc18_1053,openml_cc18,catb,2,gbdt,cpu,194.9,id,0.8098591549295775,0.5658273502301934,0.7335212364118682,0.4377318131112993,0.13841929275571152,0.019612083917445507,0.02191956541225727,0.009185965031478893,
cc18_1053,openml_cc18,catb,3,gbdt,cpu,201.0,id,0.8120024494794856,0.5749732081927664,0.7309321626635141,0.439864701017308,0.1389105717558112,0.02384030110047959,0.024413781265170187,0.012766609156043496,
cc18_1053,openml_cc18,catb,4,gbdt,cpu,219.7,id,0.8110838946723821,0.5732011043510856,0.7359006612650538,0.4379565024756455,0.13784639744081734,0.03315198596942884,0.026887643614090777,0.0071376777786053,
cc18_1053,openml_cc18,lgbm,0,gbdt,cpu,271.7,id,0.8116962645437844,0.565763674634526,0.7348824524475458,0.434172496704504,0.13742304221988594,0.021577924369006025,0.018180598372832268,0.002489913791562548,
cc18_1053,openml_cc18,lgbm,1,gbdt,cpu,196.8,id,0.8074096754439681,0.5709232000230674,0.733616749805369,0.4360543988854826,0.13791075059612112,0.02678571670540537,0.02228424223416481,0.007216344908197225,
cc18_1053,openml_cc18,lgbm,2,gbdt,cpu,234.5,id,0.8101653398652786,0.5678211172303759,0.7377766884845689,0.4344121976160737,0.1376010001078601,0.019818146177446924,0.019305668947968813,0.002944299389989302,
cc18_1053,openml_cc18,lgbm,3,gbdt,cpu,215.9,id,0.8092467850581752,0.5522187941524177,0.731127094086099,0.436154745246787,0.13788410825234537,0.015751110529612204,0.01822102314896311,0.008157389917596514,
cc18_1053,openml_cc18,lgbm,4,gbdt,cpu,203.5,id,0.812614819350888,0.5543068731197678,0.7367071186913103,0.43385907827047926,0.13716112314281118,0.01670240418372148,0.016082473829578833,0.00461683445054295,
cc18_1053,openml_cc18,logreg,0,linear,cpu,1.1,id,0.8092467850581752,0.5431990859548456,0.7025298434301201,0.4508859906747822,0.14181061883515017,0.018818199365624417,0.02043591658190365,,
cc18_1053,openml_cc18,logreg,1,linear,cpu,1.1,id,0.8092467850581752,0.5431990859548456,0.7025298434301201,0.4508859906747822,0.14181061883515017,0.018818199365624417,0.02043591658190365,,
cc18_1053,openml_cc18,logreg,2,linear,cpu,1.1,id,0.8092467850581752,0.5431990859548456,0.7025298434301201,0.4508859906747822,0.14181061883515017,0.018818199365624417,0.02043591658190365,,
cc18_1053,openml_cc18,logreg,3,linear,cpu,1.1,id,0.8092467850581752,0.5431990859548456,0.7025298434301201,0.4508859906747822,0.14181061883515017,0.018818199365624417,0.02043591658190365,,
cc18_1053,openml_cc18,logreg,4,linear,cpu,1.1,id,0.8092467850581752,0.5431990859548456,0.7025298434301201,0.4508859906747822,0.14181061883515017,0.018818199365624417,0.02043591658190365,,
cc18_1053,openml_cc18,mlp,0,mlp,cpu,3.2,id,0.8123086344151867,0.5565223032784522,0.7118880534971119,0.4494439309937365,0.14074948395885808,0.03377900488414578,0.03280575841413029,,
cc18_1053,openml_cc18,mlp,1,mlp,cpu,4.5,id,0.8135333741579914,0.5723144517170785,0.7184475409205809,0.44599547683590773,0.13979512876786865,0.029637923889633204,0.029336160307960244,,
cc18_1053,openml_cc18,mlp,2,mlp,cpu,2.6,id,0.8120024494794856,0.5695613832742231,0.7079981353863307,0.45027695924650024,0.14162286351574613,0.02164826447923199,0.022557535345047605,,
cc18_1053,openml_cc18,mlp,3,mlp,cpu,4.2,id,0.812614819350888,0.5753528589141028,0.7176119489057409,0.44922359746452395,0.14036382810794876,0.028959864809817142,0.02869702160523527,,
cc18_1053,openml_cc18,mlp,4,mlp,cpu,3.0,id,0.8080220453153705,0.5815251867016522,0.7122019261266976,0.46071634046459087,0.14465232131106878,0.03793372249199946,0.035366463477705896,,
cc18_1053,openml_cc18,tabicl,0,tfm,cuda,7.2,id,0.823943661971831,0.591997419336236,0.7625798347798507,0.41904791790021745,0.13150437268871762,0.025869620590945802,0.024596545494376017,,
cc18_1053,openml_cc18,tabicl,1,tfm,cuda,7.2,id,0.8214941824862216,0.5778512249742895,0.7515189032419288,0.43068290419308924,0.1341043252743057,0.038978061497904955,0.0370926466355839,,
cc18_1053,openml_cc18,tabicl,2,tfm,cuda,7.1,id,0.8211879975505205,0.5993086992877945,0.7644492541545321,0.41852294884653374,0.1315419036607632,0.032983730666325706,0.02862160749937604,,
cc18_1053,openml_cc18,tabicl,3,tfm,cuda,7.2,id,0.8227189222290263,0.5840223513355055,0.7637686461366935,0.42044586955144314,0.1317347026372591,0.03328630010969823,0.03094333198869029,,
cc18_1053,openml_cc18,tabicl,4,tfm,cuda,7.2,id,0.8260869565217391,0.5981367078996185,0.7650361509183703,0.4179465404102832,0.130930670802886,0.02581873562914677,0.025694277894588148,,
cc18_1053,openml_cc18,tabpfn25,0,tfm,cuda,6.4,id,0.8199632578077158,0.578706039810463,0.7434801596455313,0.43159163642932014,0.13513465241617562,0.03057789886957725,0.02873267682876801,,
cc18_1053,openml_cc18,tabpfn25,1,tfm,cuda,6.5,id,0.8202694427434171,0.5788958651711311,0.7428331915650259,0.43234943036522927,0.13564439932039143,0.03019579276282839,0.028474717934750236,,
cc18_1053,openml_cc18,tabpfn25,2,tfm,cuda,6.5,id,0.8178199632578077,0.5749720067664331,0.7427022360946917,0.43219495633000066,0.13550682903514152,0.02885527067018739,0.027737013384796977,,
cc18_1053,openml_cc18,tabpfn25,3,tfm,cuda,6.5,id,0.816595223515003,0.5754153330834366,0.7451570504502946,0.4311053933499094,0.1351799758306434,0.0317387726598186,0.02891117374555043,,
cc18_1053,openml_cc18,tabpfn25,4,tfm,cuda,6.4,id,0.8187385180649112,0.5737375412089232,0.7430902968003613,0.4321024910126181,0.13559116155459816,0.031860991942867935,0.029252469239627845,,
cc18_1053,openml_cc18,tabpfn2,0,tfm,cuda,7.1,id,0.8159828536436007,0.5672186019242045,0.723547896062205,0.44245606078795013,0.13952570071761047,0.028457082662017377,0.029255161443141973,,
cc18_1053,openml_cc18,tabpfn2,1,tfm,cuda,7.1,id,0.8153704837721985,0.5686428928423825,0.7236163773632056,0.443142964609177,0.13974836505132854,0.034873526363159636,0.03253894452667852,,
cc18_1053,openml_cc18,tabpfn2,2,tfm,cuda,7.1,id,0.8150642988364972,0.5612373009236566,0.7257065588266389,0.44220389273308514,0.13939327972247048,0.03360807865091577,0.030402736399452332,,
cc18_1053,openml_cc18,tabpfn2,3,tfm,cuda,7.1,id,0.8141457440293938,0.5630730803610046,0.7235878434877887,0.4428784388876833,0.13967470418953376,0.030692330095631822,0.030262586497898987,,
cc18_1053,openml_cc18,tabpfn2,4,tfm,cuda,7.2,id,0.8135333741579914,0.5596868602404774,0.7255038181328874,0.44120632513351665,0.13943850089451132,0.030647856816968813,0.028484990479407966,,
cc18_1053,openml_cc18,xgb,0,gbdt,cpu,89.7,id,0.812614819350888,0.5567121286391203,0.7319518732639388,0.4364685114738003,0.1382445921233134,0.012936876446866438,0.01659847861946589,0.00674095147881687,
cc18_1053,openml_cc18,xgb,1,gbdt,cpu,100.2,id,0.8135333741579914,0.5681052545582115,0.7409850975077612,0.4320510042990907,0.1367895289676644,0.013831782289903291,0.01850241752416336,0.004755654856459457,
cc18_1053,openml_cc18,xgb,2,gbdt,cpu,81.5,id,0.8086344151867728,0.5614601655084916,0.7402891713041724,0.43328188582726695,0.13741678097102733,0.016794926549073608,0.020052460379647762,0.0055018872739237,
cc18_1053,openml_cc18,xgb,3,gbdt,cpu,120.3,id,0.8101653398652786,0.5714290005094048,0.7351518723027979,0.43801167912598477,0.138796783481382,0.02726793231925056,0.025358016424899113,0.014070607771846266,
cc18_1053,openml_cc18,xgb,4,gbdt,cpu,97.0,id,0.8092467850581752,0.56123850234999,0.7319611843180224,0.43734486794398486,0.13871894475460148,0.015983845556094396,0.018974591906659538,0.006640334774701329,
cc18_1067,openml_cc18,catb,0,gbdt,cpu,108.3,id,0.8625592417061612,0.601964524127408,0.8393572382223917,0.32932568628845227,0.1005077409344317,0.044575200377073784,0.03670482141459161,-0.013083335709769828,
cc18_1067,openml_cc18,catb,1,gbdt,cpu,136.8,id,0.8625592417061612,0.5936296013732596,0.823526606904444,0.340226440405542,0.10415256930187837,0.05125903508134626,0.032844722469331414,-0.005824150786723825,
cc18_1067,openml_cc18,catb,2,gbdt,cpu,93.5,id,0.8657187993680885,0.5871638374976159,0.8232595842075148,0.3412653292124677,0.10537520056970105,0.039567230876017184,0.032679006456163937,-0.0028996043137072824,
cc18_1067,openml_cc18,catb,3,gbdt,cpu,110.4,id,0.8609794628751974,0.5926950219340072,0.8279706275033378,0.3383694513161365,0.1037856663031349,0.05668630377076513,0.034363954513948455,-0.00546004347838186,
